speed_kmh,q1,q99,vehicle_type,q1_smooth,q99_smooth
61,-1.0159237200839748,0.8518954141201269,sedan,-0.9948775894761774,0.8437364966659078
62,-0.9733821576763485,0.8328601826608506,sedan,-0.9813457565597212,0.8342602611397638
63,-0.9740156819739547,0.8276830750307497,sedan,-0.9616448948069382,0.8219520112321684
64,-0.9312712586206896,0.8045712521186441,sedan,-0.9486978049597916,0.8125909877693176
65,-0.9486809315068493,0.8083450799999987,sedan,-0.9308407191361964,0.801497567045059
66,-0.893183171026157,0.7811373947368407,sedan,-0.9163141952595968,0.7920293250136188
67,-0.9070140285714285,0.7835247478827344,sedan,-0.8997724791812037,0.7811805292745718
68,-0.8784440587002097,0.7697259185282526,sedan,-0.8880443206958212,0.7726833410933698
69,-0.8812414031413613,0.768185621109608,sedan,-0.8685989778898044,0.76070015417617
70,-0.8491457060101375,0.7462245802469142,sedan,-0.8532978785939673,0.7504132562001207
71,-0.8595529483182937,0.7538087843137264,sedan,-0.8344009546763534,0.7388910406014254
72,-0.8165444269662921,0.7278304909090901,sedan,-0.8207810796507085,0.7301682395081937
73,-0.8205678289962826,0.7284589796839716,sedan,-0.8064921910246912,0.7211770521718803
74,-0.794629000786782,0.7109269331395334,sedan,-0.7994094826935634,0.716071411318387
75,-0.7737910136986301,0.7027477583892621,sedan,-0.7893273962442043,0.7097017306059207
76,-0.7456112616323417,0.6848515652173911,sedan,-0.7864957265304943,0.7072284309255018
77,-0.7782733552361397,0.7022041581548603,sedan,-0.7824354400523417,0.7047295387130984
78,-0.7720280567685589,0.6991460648148148,sedan,-0.7835197032501635,0.7047114427170501
79,-0.807518514319809,0.7171893393234677,sedan,-0.7820090452413365,0.7028632096652372
80,-0.7947505744431418,0.708464454148471,sedan,-0.784478473098319,0.7038672140430389
81,-0.8021950785907859,0.7145721320754703,sedan,-0.7816216680534671,0.7019882154760041
82,-0.7810787142857142,0.7002446783369806,sedan,-0.7837763942050109,0.7028201876285775
83,-0.7979672823529412,0.7108128461538455,sedan,-0.7813395849500964,0.7007935794794503
84,-0.7604691482059283,0.6887892431289643,sedan,-0.7772722221963847,0.6984211057166702
85,-0.7714587491638796,0.6909264633294542,sedan,-0.767604562141097,0.6923959180753954
86,-0.7371402325581395,0.6747595027027021,sedan,-0.7601172462956542,0.6881337487946728
87,-0.7469291411764706,0.6825102585551321,sedan,-0.7470355325023568,0.6801880459977196
88,-0.7241752945205479,0.6662689261576978,sedan,-0.736171454293765,0.6734241329475417
89,-0.7508026372239748,0.6788378924137921,sedan,-0.719106638479304,0.660816754137635
90,-0.6965308764629389,0.6473226141304329,sedan,-0.7008020006630569,0.6473048852869898
91,-0.7068818571428571,0.6513340952380959,sedan,-0.6810449129291732,0.632272410420879
92,-0.6766583466666667,0.6283521643132225,sedan,-0.6662618434314552,0.6205883671354727
93,-0.6621234102189781,0.6205091705882357,sedan,-0.6556865131200493,0.612008649447568
94,-0.6113822321219226,0.5784419373848975,sedan,-0.6461515575060911,0.6039511703702941
95,-0.6110790839328537,0.5749940248803828,sedan,-0.6376569765895843,0.5964159299036538
96,-0.5761686143250688,0.5414534716525927,sedan,-0.6302027703705287,0.5894029280476472
97,-0.6059188605898124,0.5717217497456768,sedan,-0.6237889388489246,0.5829121648022741
98,-0.627671953002611,0.5833267577937642,sedan,-0.6184154820247718,0.5769436401675347
99,-0.641271293430657,0.5942687594936714,sedan,-0.6140823998980702,0.5714973541434291
100,-0.6320260458715596,0.5827218863636361,sedan,-0.6107896924688201,0.566573306729957
0,-0.41875633333333334,0.40176987234042555,truck,-0.454796409058446,0.41226588017512855
1,-0.4997915789473684,0.40176987234042555,truck,-0.36697864241897715,0.33369536382771403
2,-0.16481376923076924,0.16633626666666668,truck,-0.2937925634285815,0.26906371626101744
3,-0.221497,0.22915687499999993,truck,-0.23523817208725906,0.21837093747503872
4,-0.2782302222222222,0.28328666666666685,truck,-0.19131546839500985,0.18161702746977798
5,-0.055514297752808986,0.05461392523364487,truck,-0.16202445235183383,0.15880198624523512
6,-0.188646,0.14269140000000058,truck,-0.14736512395773105,0.14992581380141012
7,-0.17790509090909093,0.1974667692307692,truck,-0.14733748321270146,0.15498851013830311
8,-0.248249375,0.27690428571428566,truck,-0.16194153011674375,0.1739900752559127
9,-0.134903625,0.14247340540540535,truck,-0.18400479082507967,0.1983856858962301
10,-0.18678066666666668,0.1936845454545453,truck,-0.2542299124680144,0.26928986171683866
11,-0.22234600000000002,0.20525131343283584,truck,-0.32195321154947765,0.34121532943315036
12,-0.39815,0.4821722222222222,truck,-0.3994060326878621,0.4269157872984644
13,-0.586046,0.6068540000000016,truck,-0.49952201550635866,0.537074162737961
14,-0.526161,0.5403910909090909,truck,-0.581980795801332,0.6237392344942985
15,-0.572998,0.6168499999999989,truck,-0.6754604681607062,0.7064738166903323
16,-0.8570813333333333,0.8596880000000001,truck,-0.7588055063946596,0.7853873160154605
17,-0.9969079999999999,1.084688,truck,-0.8470258658226408,0.8608890170238291
18,-0.947256,0.9551146666666666,truck,-0.9095333001621658,0.9150607655424
19,-0.906864,0.941564,truck,-0.9601533334070425,0.9530285749874281
20,-1.01252,0.9961574999999988,truck,-0.9801956679566517,0.9619870346253288
21,-0.9754167142857142,0.8927130000000003,truck,-1.00178767300604,0.9852207596263337
22,-1.0023013333333333,0.9171040000000007,truck,-1.01495362564499,0.9935259416790593
23,-0.983304,0.9662545,truck,-1.0041775506413042,0.9933067916850906
24,-1.0460706666666666,0.9861160000000003,truck,-0.9927463266327536,0.9821066836945256
25,-0.9841291666666667,1.0296199285714287,truck,-0.9971868268907517,0.9827019486952631
26,-0.996991,0.9895589999999999,truck,-1.0121022477001278,1.0033402368421007
27,-0.9327300000000001,0.9846486666666662,truck,-1.023698473890604,1.0190351726964424
28,-1.0453592500000002,1.0671120000000005,truck,-1.022474317846081,1.0274965420168019
29,-0.9591890000000001,0.9580190000000001,truck,-1.0412087529411715,1.031040110128257
30,-1.067464,1.1131700000000002,truck,-1.0355936402992727,1.0154217002506218
31,-1.159932,1.0022479999999985,truck,-1.0296969818369404,0.991557743808045
32,-1.0533592,1.0001480000000027,truck,-1.0262197651702738,0.9686064957540865
33,-1.027784,0.9724839999999997,truck,-1.0335752823529363,0.9436866783797684
34,-1.017192,0.9491309999999987,truck,-1.0197775189370437,0.9255094684210484
35,-0.9785872,0.8446316,truck,-1.0176601421052585,0.9026281341220657
36,-1.028446,0.8063384000000002,truck,-1.0025030017027816,0.8834185922600577
37,-0.8344946666666667,0.8266448,truck,-0.9923822360634159,0.8768816957762011
38,-1.009196,0.8568440000000002,truck,-0.9775716195327846,0.8686220914197216
39,-1.037668,0.8945817499999998,truck,-0.9676941129186556,0.8756487622659548
40,-0.983016,0.8886993999999998,truck,-0.9687300010507507,0.8798740959309994
41,-0.8873199999999999,0.9165475000000004,truck,-0.9641575830002769,0.888794920588231
42,-1.046399,0.8984385714285713,truck,-0.9515195959189372,0.9004871236215495
43,-0.908528,0.938229999999999,truck,-0.9345221204052869,0.9058501674922556
44,-0.918548,0.9174679999999995,truck,-0.9130269942302237,0.8992605213953958
45,-0.9280681818181818,0.9019848333333333,truck,-0.894194157331828,0.8801542699542934
46,-0.837508,0.8312385999999999,truck,-0.8504588466554046,0.8543787992370591
47,-0.819312,0.8435240000000004,truck,-0.8146377173093123,0.8260000436090186
48,-0.7770849999999999,0.8137729999999997,truck,-0.7798621618632104,0.8031779188596455
49,-0.7059413333333334,0.7697015000000011,truck,-0.7417220527629199,0.7726085192613852
50,-0.7083815,0.693536375,truck,-0.7003674513087498,0.7490283926470556
51,-0.692622,0.7076613333333334,truck,-0.679464566169431,0.7259727173890576
52,-0.637877,0.6769720000000001,truck,-0.6460342484285551,0.7025511542569629
53,-0.589962,0.6812870000000001,truck,-0.616192673008722,0.6788069622806986
54,-0.568173,0.6861045000000001,truck,-0.5931589356037124,0.6629134360939083
55,-0.5594354,0.6800085,truck,-0.5628858493292026,0.6345236013931859
56,-0.568924,0.5983999999999997,truck,-0.534056073065013,0.6052532591073243
57,-0.571202,0.63518,truck,-0.5054962662538676,0.5783024581527318
58,-0.4937242,0.5554910000000001,truck,-0.47422515851392966,0.5538000857032259
59,-0.410556,0.48449666666666663,truck,-0.44752175294117436,0.5259115742002036
60,-0.41930850000000003,0.49926050000000005,truck,-0.4239600015479856,0.5077546319769987
61,-0.389859,0.4897564999999999,truck,-0.4052542185758494,0.48920560539584
62,-0.344615,0.3803249999999981,truck,-0.38652442817337274,0.4720038736104943
63,-0.36097999999999997,0.43241000000000007,truck,-0.37164714499483825,0.4574867551968132
64,-0.36006299999999997,0.4789576000000001,truck,-0.3590195047987599,0.44585983653250527
65,-0.361974,0.4825668571428572,truck,-0.35417498699690236,0.4335478018280974
66,-0.364312,0.46866150000000006,truck,-0.3596910067595442,0.4284542846528063
67,-0.36468,0.4681599999999999,truck,-0.36214803892082975,0.420895528261829
68,-0.38905599999999996,0.3886786666666663,truck,-0.3568115227554163,0.40594379271708503
69,-0.35240533333333335,0.361288,truck,-0.3535112514521581,0.3949517374612987
70,-0.3563732,0.35353320000000005,truck,-0.34845137826182937,0.38734966125607995
71,-0.3346625,0.35454849999999977,truck,-0.33992966221435783,0.36590157400854917
72,-0.34824725,0.36895200000000183,truck,-0.33467548840143185,0.3520242407341868
73,-0.33373959999999997,0.33805514285714294,truck,-0.32787886420576173,0.3420448979655003
74,-0.2848765714285714,0.33353866666666626,truck,-0.3188830932710721,0.3346197728586154
75,-0.287656,0.32206000000000057,truck,-0.321925856711914,0.3389495890756284
76,-0.312116,0.3505369999999986,truck,-0.30785363904841145,0.3340360483709255
77,-0.31356666666666666,0.33792,truck,-0.29939629786570354,0.3222895171015756
78,-0.322604,0.3072559999999977,truck,-0.29184625163644273,0.312380252233523
79,-0.319124,0.34574079999999996,truck,-0.284690917078895,0.298439893395251
80,-0.2866070769230769,0.29294399999999904,truck,-0.28482190595776635,0.29935681860533486
81,-0.290808,0.29932400000000053,truck,-0.2926426182730568,0.30028096346749034
82,-0.319481,0.30862866666666633,truck,-0.3112246826625372,0.3013206392156844
83,-0.158743,0.17174400000000023,truck,-0.33453722842740174,0.31124690773993624
84,-0.33419849999999995,0.2882974999999998,truck,-0.3458672618480574,0.31133748049535437
85,-0.3487265,0.3359379999999997,truck,-0.3365427705406033,0.30025524602683024
86,-0.36056699999999997,0.3237279999999999,truck,-0.326896848416288,0.28869354179566425
87,-0.43293000000000004,0.4088299999999991,truck,-0.3312517493450806,0.2791233987616084
88,-0.407328,0.27662850000000005,truck,-0.32355386341986037,0.27954855810113377
89,-0.39416799999999996,0.2982840000000002,truck,-0.3123443204334351,0.28153844829721214
90,-0.2789,0.2722223999999999,truck,-0.29339991486067973,0.2646157684210513
91,-0.094392,0.11915000000000003,truck,-0.2675964071207418,0.2589949673890596
92,-0.089616,0.134292,truck,-0.22187121207430235,0.23537905758513816
93,-0.2747,0.263149,truck,-0.20103415789473694,0.22316976253869975
94,-0.2786,0.28885999999999984,truck,-0.1808491399638804,0.21120057576539394
95,-0.0836,0.25917999999999997,truck,-0.16131615828173385,0.19947149726522195
96,-0.1389,0.18725000000000003,truck,-0.1424352128482973,0.18798252703818377
97,-0.0694,0.06783366666666668,truck,-0.12420630366357077,0.1767336650842794
98,-0.0694,0.252488,truck,-0.10662943072755426,0.1657249114035088
99,-0.1247,0.13681499999999996,truck,-0.08970459404024772,0.15495626599587206
100,-0.1247,0.13748,truck,-0.07343179360165125,0.14442772886136912
