cfg.xml2csv_py,cfg.fcd_xml,cfg.out_dir,cfg.prefix,cfg.make_comma_csv,cfg.make_parquet,cfg.chunksize,cfg.tool_cwd,cfg.csv_encoding,cfg.standardized_name_suffix,cfg.strict_lane_pos,cfg.dt_fallback,cfg.accel_check_report,report.in_csv,report.out_csv,report.rows_in,report.strict_lane_pos,report.computed,report.warnings,report.dt_auto,report.dt_used_for_fallback,report.rows_out,report.time_sec,report.mapping
E:\DRL_project\TRIM_web\scripts\xml2csv.py,E:\DRL_project\TRIM_web\example\sumo_mcg\fcd.xml,E:\DRL_project\TRIM_web\example\01_xml2csv,fcd,True,False,500000,,utf-8-sig,_fcd_standardized,True,1.0,True,E:\DRL_project\TRIM_web\example\01_xml2csv\fcd_fcd.csv,E:\DRL_project\TRIM_web\example\01_xml2csv\fcd_fcd_standardized.csv,607898,True,"{'vehicle_accel_check_mae': 0.0007626686785660885, 'vehicle_accel_check_p95': 0.009999999999999787}",[],1.0,1.0,607898,5.440827131271362,"{'timestep_time': 'timestep_time', 'vehicle_id': 'vehicle_id', 'vehicle_speed': 'vehicle_speed', 'vehicle_type': 'vehicle_type', 'vehicle_x': 'vehicle_x', 'vehicle_y': 'vehicle_y', 'vehicle_lane': 'vehicle_lane', 'vehicle_pos': 'vehicle_pos', 'vehicle_accel': 'vehicle_acceleration', 'vehicle_odometer': 'vehicle_odometer'}"
